,sales_count,name_store,name_product,street,city,state,country,latitude,longitude,zip_code,products,sales,unpriced_sales,priced_sales,start_date,end_date,is_actual_price,price,inventory_price
610,0.0,bed bath and beyond,sasco,"2045 dixwell avenue,","hamden,",CT,USA,41.3674288,-72.9191008,6514,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,10.39,11.39
611,63.0,"shoprite of commerce st.-stamford, ct",tanka,"1990 main st,","stamford,",CT,USA,41.0504804,-73.5468883,6902,0.0,0.0,0.0,0.0,03/05/2022,,TRUE,3.94,4.69
612,121.0,stop & shop pharmacy,accel,597 farmington ave,bristol,CT,USA,41.691702,-72.922761,6010,0.0,0.0,0.0,0.0,02/25/2022,,TRUE,4.44,4.69
613,,family dollar #8282,tesco,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,02/26/2022,,TRUE,3.69,5.19
614,118.0,walgreens #13945,tesoro,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,11.99,13.99
615,45.0,walgreens #13945,thrifty,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,11.99,13.99
616,,stop & shop pharmacy,top,597 farmington ave,bristol,CT,USA,41.691702,-72.922761,6010,0.0,0.0,0.0,0.0,01/06/2022,,TRUE,6.69,7.19
617,0.0,stop & shop pharmacy,total,597 farmington ave,bristol,CT,USA,41.691702,-72.922761,6010,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,9.99,10.49
618,0.0,cvs pharmacy #03795,elf,93 old ridgefield rd,wilton,CT,USA,41.194199,-73.432351,6897,48.0,0.0,0.0,0.0,03/19/2022,,TRUE,5.99,9.29
619,,target,vickers,1191 boston post rd, milford,CT,USA,41.235174,-73.038092,6460,60766.0,0.0,0.0,0.0,03/02/2022,,TRUE,4.04,4.29
620,11.0,walgreens #13945,tom thumb,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/15/2022,,TRUE,3.49,4.49
621,3.0,walgreens #13945,valero,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,21.99,23.99
622,4.0,whole foods market dstrbtn center,beacon,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.89,6.99
623,0.0,bed bath and beyond,shamrock,"2045 dixwell avenue,","hamden,",CT,USA,41.3674288,-72.9191008,6514,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,13.89,14.89
624,0.0,big lots,wawa,169 danbury rd,"milford,",CT,USA,41.5483386,-73.4184853,6776,0.0,0.0,0.0,0.0,03/07/2022,,TRUE,37.98,45.98
625,20.0,whole foods market dstrbtn center,astro,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,11.99,14.99
626,,whole foods market dstrbtn center,YPF,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,05/22/2022,,TRUE,20.99,21.99
627,312.0,walgreens #13945,zenex,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/02/2022,,TRUE,10.49,12.49
628,31.0,rite aid pharmacy 10383,zephyr,215 federal road,brookfield,CT,USA,41.443348,-73.404285,6804,0.0,0.0,0.0,0.0,02/14/2022,,TRUE,10.99,12.99
629,,whole foods market dstrbtn center,ziz,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,13.59,15.99
630,,family dollar #8282,beer bottle,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,01/06/2022,,TRUE,3.54,3.79
631,1.0,walgreens #13945,growler,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/07/2022,,TRUE,19.99,20.99
632,42.0,best convenience store,canteen,4022 angel springs drive,waterford,CT,USA,0.0,0.0,0,0.0,0.0,0.0,0.0,03/30/2022,,TRUE,35.98,45.98
633,,costco pharmacy #1196,carboy,405 hartford rd,new britain,CT,USA,41.709302,-72.763898,6053,0.0,0.0,0.0,0.0,03/05/2022,,TRUE,32.31,37.31
634,,walmart bristol store,decanter,1400 farmington ave,bristol,CT,US,41.697557,-72.897663,6010,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,1.0,1.33
635,,big lots,ivory flacon,169 danbury rd,"milford,",CT,USA,41.5483386,-73.4184853,6776,0.0,0.0,0.0,0.0,02/09/2022,,TRUE,14.99,15.99
636,,walmart bristol store,glass bottle,1400 farmington ave,bristol,CT,US,41.697557,-72.897663,6010,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,1.24,1.48
637,15.0,whole foods market dstrbtn center,fiasco,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,05/15/2022,,TRUE,19.49,20.49
638,8.0,whole foods market dstrbtn center,glass,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/05/2022,,TRUE,13.59,15.99
639,0.0,walgreens #13945,Hydro Flask,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/15/2022,,TRUE,14.99,15.99
640,,dollar tree,AZMED Hot Water Bottle,650 wolcott street,"waterbury,",CT,USA,0.0,0.0,6705,0.0,0.0,0.0,0.0,03/05/2022,,TRUE,1.0,1.25
641,67.0,walgreens #13945,Acme Klein Bottle,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,10.49,14.49
642,0.0,whole foods market dstrbtn center,Lifesaver Bottle,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.91,6.49
643,371.0,walgreens #13945,perfume bottle,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/03/2022,,TRUE,36.99,41.99
644,10.0,walgreens #13945,sigg,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,34.99,38.99
645,17.0,whole foods market dstrbtn center,Soap Bottle,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/06/2022,,TRUE,11.79,13.99
646,1900.0,rite aid pharmacy 10383,spray bottle,215 federal road,brookfield,CT,USA,41.443348,-73.404285,6804,0.0,0.0,0.0,0.0,03/05/2022,,TRUE,3.89,6.29
647,,walmart bristol store,water bottle,1400 farmington ave,bristol,CT,US,41.697557,-72.897663,6010,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,6.18,8.64
648,,whole foods market dstrbtn center,wine bottle,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,4.99,5.99
649,109.0,walgreens #13945,closure,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,49.99,54.99
650,,walmart bristol store,amphora,1400 farmington ave,bristol,CT,US,41.697557,-72.897663,6010,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,3.33,3.88
651,0.0,bed bath and beyond,barrel,"2045 dixwell avenue,","hamden,",CT,USA,41.3674288,-72.9191008,6514,0.0,0.0,0.0,0.0,02/18/2022,,TRUE,12.79,13.79
652,74.0,walgreens #13945,bottle cap,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,12.49,14.49
653,,stop & shop pharmacy,bottle cutting,597 farmington ave,bristol,CT,USA,41.691702,-72.922761,6010,0.0,0.0,0.0,0.0,03/17/2022,,TRUE,24.99,25.99
654,0.0,bed bath and beyond,bottle opener,"2045 dixwell avenue,","hamden,",CT,USA,41.3674288,-72.9191008,6514,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,13.89,14.89
655,,walgreens #13945,bottle rocket,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,02/10/2022,,TRUE,2.24,2.49
656,,family dollar #8282,Bottle Service,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,01/22/2022,,TRUE,1.74,1.99
657,36.0,walgreens #13945,Bottle Tree Creations by Jerry Swanson,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/15/2022,,TRUE,8.49,9.49
658,3.0,walgreens #13945,bottled water,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/15/2022,,TRUE,10.99,11.99
659,318.0,"shoprite of commerce st.-stamford, ct",bottling,"1990 main st,","stamford,",CT,USA,41.0504804,-73.5468883,6902,0.0,0.0,0.0,0.0,02/09/2022,,TRUE,5.24,5.49
660,,family dollar #8282,Bung King,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,01/22/2022,,TRUE,1.74,1.99
661,63.0,"shoprite of commerce st.-stamford, ct",jar,"1990 main st,","stamford,",CT,USA,41.0504804,-73.5468883,6902,0.0,0.0,0.0,0.0,03/05/2022,,TRUE,3.94,4.69
662,144.0,walgreens #13945,mason jar,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,24.49,26.99
663,110.0,walgreens #13945,keg,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,27.99,31.99
664,116.0,walgreens #13945,message in a bottle,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,10.99,12.49
665,1.0,walgreens #13945,pitcher,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/07/2022,,TRUE,19.99,20.99
666,3.0,big lots,ASHTON KELDER (Screw Cap),169 danbury rd,"milford,",CT,USA,41.5483386,-73.4184853,6776,0.0,0.0,0.0,0.0,03/10/2022,,TRUE,105.98,70.98
667,150.0,walgreens #13945,vase,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,4.49,5.99
668,2.0,whole foods market dstrbtn center,The Water Rocket,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,11.79,8.29
669,0.0,bed bath and beyond,Shelf Life,"2045 dixwell avenue,","hamden,",CT,USA,41.3674288,-72.9191008,6514,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,10.19,13.19
670,,target,The Little Coffee Bag Co.,1191 boston post rd, milford,CT,USA,41.235174,-73.038092,6460,60766.0,0.0,0.0,0.0,03/17/2022,,TRUE,5.59,6.59
671,44.0,walgreens #13945,Avalon Cosmetic Packaging,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,10.49,11.49
672,,walmart bristol store,flour sack,1400 farmington ave,bristol,CT,US,41.697557,-72.897663,6010,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,4.88,8.21
673,,walmart bristol store,juicebox,1400 farmington ave,bristol,CT,US,41.697557,-72.897663,6010,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,1.24,1.48
674,0.0,walgreens #13945,milk bag,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,7.99,8.49
675,,target,bag,1191 boston post rd, milford,CT,USA,41.235174,-73.038092,6460,60766.0,0.0,0.0,0.0,03/02/2022,,TRUE,4.04,4.29
676,23.0,whole foods market dstrbtn center,bottle,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.79,5.99
677,0.0,bed bath and beyond,box,"2045 dixwell avenue,","hamden,",CT,USA,41.3674288,-72.9191008,6514,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,13.89,14.89
678,80.0,walgreens #13945,Lego Bulk Box: - 5 lbs of Loose Lego Bricks and Parts,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,12.49,14.49
679,122.0,best convenience store,cage,4022 angel springs drive,waterford,CT,USA,0.0,0.0,0,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,45.98,65.98
680,,stop & shop pharmacy,case,597 farmington ave,bristol,CT,USA,41.691702,-72.922761,6010,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,6.74,6.99
681,89.0,family dollar #8282,carton,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,01/22/2022,,TRUE,1.74,1.99
682,74.0,walgreens #13945,chub,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,12.49,14.49
683,2.0,whole foods market dstrbtn center,clamshell,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/09/2022,,TRUE,12.49,12.99
684,305.0,"shoprite of commerce st.-stamford, ct",crate,"1990 main st,","stamford,",CT,USA,41.0504804,-73.5468883,6902,0.0,0.0,0.0,0.0,02/04/2022,,TRUE,6.34,6.59
685,7.0,whole foods market dstrbtn center,drum,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,6.79,8.49
686,0.0,family dollar #8282,envelope,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,02/26/2022,,TRUE,6.49,7.49
687,1779.0,cvs pharmacy #03795,Mission Inhaler,93 old ridgefield rd,wilton,CT,USA,41.194199,-73.432351,6897,48.0,0.0,0.0,0.0,03/19/2022,,TRUE,15.49,6.99
688,,stew leonard's,jug,"99 federal rd,","danbury,",CT,USA,41.4270387,-73.4168973,6811,0.0,0.0,0.0,0.0,01/06/2022,,TRUE,3.64,3.89
689,27.0,walgreens #13945,packet,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,02/15/2022,,TRUE,5.24,5.49
690,,family dollar #8282,pail,"1200 park st.,","hartford,",CT,USA,41.758349,-72.697082,6106,0.0,0.0,0.0,0.0,01/22/2022,,TRUE,1.74,1.99
691,,whole foods market dstrbtn center,paper bag,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,11.99,14.99
692,,big lots,plastic bag,169 danbury rd,"milford,",CT,USA,41.5483386,-73.4184853,6776,0.0,0.0,0.0,0.0,03/03/2022,,TRUE,14.99,23.99
693,328.0,walgreens #13945,sachet,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,02/09/2022,,TRUE,6.99,8.99
694,30.0,whole foods market dstrbtn center,Shipping Container Safety International,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/06/2022,,TRUE,6.59,8.29
695,12.0,whole foods market dstrbtn center,Thermal Bag,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.99,6.99
696,7.0,target,tub,1191 boston post rd, milford,CT,USA,41.235174,-73.038092,6460,60766.0,0.0,0.0,0.0,03/16/2022,,TRUE,6.19,7.19
697,2.0,whole foods market dstrbtn center,tube,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,13.19,16.49
698,1.0,whole foods market dstrbtn center,vial,480 45th avenue,cheshire,CT,USA,41.55044,-72.87532,6467,837.0,837.0,0.0,837.0,08/09/2022,,TRUE,11.79,8.29
699,129.0,walgreens #13945,wooden box,800 howard ave ste 197,new haven,CT,USA,41.302593,-72.936416,6510,141.0,141.0,0.0,141.0,03/15/2022,,TRUE,22.99,25.99
700,,whole foods,adhesive,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,06/15/2022,,TRUE,7.49,9.49
701,4.0,whole foods,Aluminium Foil Balloon,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,6.99,8.49
702,7.0,cvs pharmacy #01344,Bubble Wrap,500 12th st se,washington,DC,USA,38.882547,-76.989912,20003,48.0,0.0,0.0,0.0,03/19/2022,,TRUE,5.99,9.29
703,361.0,walgreens,cellophane,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,02/07/2022,,TRUE,10.99,14.99
704,,whole foods,coating,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/06/2022,,TRUE,8.99,9.99
705,4.0,whole foods,label,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,10.99,8.79
706,,walmart washington supercenter,lid,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,2.48,5.33
707,,family dollar #6519,pallet,"2305 ave.ne, ","washington,",DC,USA,38.9300647,-76.97313242443286,20018,0.0,0.0,0.0,0.0,01/22/2022,,TRUE,1.74,1.99
708,,whole foods,paper,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/06/2022,,TRUE,11.49,9.99
709,3.0,whole foods,Newark Paperboard,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,2.79,3.79
710,25.0,whole foods,Berkley & Jensen 3000 Sq.Ft. Plastic Wrap (2000 fl x 18 in),2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,07/20/2022,,TRUE,7.49,9.79
711,1.0,cvs pharmacy #01344,polyester,500 12th st se,washington,DC,USA,38.882547,-76.989912,20003,48.0,0.0,0.0,0.0,03/19/2022,,TRUE,8.49,8.99
712,,bed bath and beyond,polyethylene,3100 14th street,"washington,",DC,USA,38.9298584,-77.03332391453975,20010,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,7.29,8.29
713,,walmart washington supercenter,polypropylene,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,8.87,9.86
714,,whole foods,shrink wrap,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,13.59,15.99
715,,whole foods,Kezuka slip sheet plant,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/07/2022,,TRUE,8.99,9.79
716,,morton 8th st pharmacy llc,staple,724 e capitol st ne,washington,DC,USA,38.890058,-76.995179,20540,3680.0,0.0,0.0,0.0,08/04/2022,,TRUE,10.99,
717,31.0,rite aid #3845,strapping,1815 connecticut avenue nw universal building,washington,DC,USA,38.914885,-77.045915,20009,0.0,0.0,0.0,0.0,02/14/2022,,TRUE,10.99,12.99
718,,whole foods,Stretch Wrap Partners,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,3.99,4.19
719,1.0,whole foods,Tinplate trains,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,3.19,3.69
720,2.0,whole foods,canning,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.99,6.99
721,16.0,whole foods,converting,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,13.99,15.99
722,9.0,whole foods,graphic design,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,13.59,15.99
723,182.0,walgreens,lamination,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,02/15/2022,,TRUE,20.99,24.99
724,1.0,morton 8th st pharmacy llc,molding,724 e capitol st ne,washington,DC,USA,38.890058,-76.995179,20540,3680.0,0.0,0.0,0.0,07/07/2022,,TRUE,14.99,
725,,whole foods,plastic welding gun,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,4.99,5.79
726,111.0,walgreens,printing,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,03/15/2022,,TRUE,8.49,8.99
727,459.0,rite aid #3845,product development,1815 connecticut avenue nw universal building,washington,DC,USA,38.914885,-77.045915,20009,0.0,0.0,0.0,0.0,03/17/2022,,TRUE,3.79,4.79
728,0.0,cvs pharmacy #01344,Department/Consumer Products Quality Assurance,500 12th st se,washington,DC,USA,38.882547,-76.989912,20003,48.0,0.0,0.0,0.0,03/19/2022,,TRUE,5.99,9.29
729,147.0,walgreens,shearing,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,3.49,4.99
730,84.0,bed bath and beyond,Lotus Thermoforming,3100 14th street,"washington,",DC,USA,38.9298584,-77.03332391453975,20010,0.0,0.0,0.0,0.0,02/28/2022,,TRUE,7.29,8.29
731,0.0,walmart washington supercenter,calender,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,1.96,6.97
732,,whole foods,filler,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,6.99,8.99
733,27.0,whole foods,heat sealer,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.09,5.99
734,3.0,whole foods,tape dispenser,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,11.99,9.99
735,5.0,whole foods,J. Jeffrey Peirce Ph.D. in Civil and Environmental Engineering from the University of Wisconsin at Madison,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,7.99,9.99
736,10.0,walgreens,litter,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,34.99,38.99
737,7.0,cvs pharmacy #01344,recycling,500 12th st se,washington,DC,USA,38.882547,-76.989912,20003,48.0,0.0,0.0,0.0,03/19/2022,,TRUE,5.99,9.29
738,,family dollar #6519,alphaline,"2305 ave.ne, ","washington,",DC,USA,38.9300647,-76.97313242443286,20018,0.0,0.0,0.0,0.0,01/06/2022,,TRUE,3.54,3.79
739,4.0,whole foods,eurostar,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,7.99,9.99
740,2.0,whole foods,intercity,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/09/2022,,TRUE,7.59,9.69
741,137.0,walgreens,pullman,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,27.99,31.99
742,,walmart washington supercenter,alpine,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,17.99,29.69
743,,whole foods,Audison,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.49,6.49
744,,whole foods,bang & olufsen,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,3.39,3.99
745,16.0,whole foods,blaupunkt,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,2.99,3.99
746,0.0,bed bath and beyond,Bowers & Wilkins,3100 14th street,"washington,",DC,USA,38.9298584,-77.03332391453975,20010,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,10.39,11.39
747,,whole foods,bose,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,07/20/2022,,TRUE,3.49,3.99
748,,whole foods,boss audio,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/08/2022,,TRUE,8.49,9.99
749,,walmart washington supercenter,boston acoustics,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,21.95,5.98
750,,walmart washington supercenter,cadence,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,3.33,3.88
751,185.0,walgreens,Cerwin-vega Mobile,1155 f st nw,washington,DC,USA,38.897582,-77.027637,20045,141.0,141.0,0.0,141.0,03/16/2022,,TRUE,8.99,10.99
752,4.0,whole foods,clarion,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.99,6.99
753,4.0,whole foods,dual,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,3.99,4.79
754,,bed bath and beyond,dynaudio,3100 14th street,"washington,",DC,USA,38.9298584,-77.03332391453975,20010,0.0,0.0,0.0,0.0,02/18/2022,,TRUE,3.79,5.29
755,9.0,whole foods,fender,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,7.39,8.79
756,,walmart washington supercenter,Grundig,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,18.2,25.00
757,,whole foods,jl audio,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.29,6.99
758,,walmart washington supercenter,jvc,310 riggs road ne,washington,DC,US,38.957531,-77.002461,20011,15879.0,10985.0,10321.0,664.0,06/16/2022,,TRUE,18.2,25.00
759,21.0,whole foods,kenwood,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,18.99,21.99
760,0.0,bed bath and beyond,lg,3100 14th street,"washington,",DC,USA,38.9298584,-77.03332391453975,20010,0.0,0.0,0.0,0.0,02/23/2022,,TRUE,10.39,11.39
761,0.0,bed bath and beyond,mcintosh,3100 14th street,"washington,",DC,USA,38.9298584,-77.03332391453975,20010,0.0,0.0,0.0,0.0,03/02/2022,,TRUE,13.89,14.89
762,1.0,whole foods,MTX Audio,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,8.99,9.49
763,26.0,whole foods,monster cable,2201 i street nw, washington,DC,USA,38.900846,-77.049386,20427,837.0,837.0,0.0,837.0,08/03/2022,,TRUE,5.99,6.99
